workerName,country,value,gold
623e91ce0c13e4a93d7a4f6b559f27c986783c84,France,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,France,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,France,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,France,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,France,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,France,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,France,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,France,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,France,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,France,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,France,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,France,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,France,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,France,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,France,0.2,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,France,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,France,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,France,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,France,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,France,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,France,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,France,0.33,0.0
286e03bba69c19b70cfd06826140500611d6647c,France,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,USA,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,USA,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,USA,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,USA,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,USA,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,USA,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,USA,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,USA,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,USA,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,USA,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,USA,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,USA,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,USA,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,USA,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,USA,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,USA,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,USA,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,USA,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,USA,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,USA,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,USA,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,USA,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,USA,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Italy,0.33,0.33
74a2a849348de0d5b2c9660bcaec953a4a50df54,Italy,0.33,0.33
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Italy,0.33,0.33
80102117d0202dbfd1b228142bb4f71d473f146a,Italy,0.33,0.33
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Italy,0.33,0.33
dd46326d1fe40a552ecafadedb5203586690a5ec,Italy,0.0,0.33
c47787c70e4055192677d84096a9420f523ed157,Italy,0.33,0.33
ad802c6607b0623ae0b2c526d075fa630e12d54f,Italy,0.0,0.33
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Italy,0.33,0.33
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Italy,0.33,0.33
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Italy,0.33,0.33
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Italy,0.33,0.33
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Italy,0.0,0.33
32647d529e5861f292dd0d87b468dcc8b70f0085,Italy,0.33,0.33
3f899d2038d6cd9a621ba3043551042f2701433b,Italy,0.25,0.33
c7ee3f977325c31e7030e959347cf68adde5e419,Italy,0.33,0.33
e68dd2764fdfdbb5f3de472341b2b6777d035862,Italy,0.33,0.33
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Italy,0.0,0.33
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Italy,0.33,0.33
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Italy,0.0,0.33
d439dda12d395a2bed4badec9a1673b4daafd8be,Italy,0.33,0.33
c2c871ed7cd5614842c3813c577e338719a53f51,Italy,0.33,0.33
286e03bba69c19b70cfd06826140500611d6647c,Italy,0.33,0.33
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Germany,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Germany,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Germany,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Germany,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Germany,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Germany,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Germany,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Germany,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Germany,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Germany,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Germany,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Germany,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Germany,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Germany,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Germany,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Germany,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Germany,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Germany,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Germany,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Germany,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Germany,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Germany,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Germany,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Spain,0.33,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Spain,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Spain,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Spain,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Spain,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Spain,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Spain,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Spain,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Spain,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Spain,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Spain,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Spain,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Spain,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Spain,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Spain,0.25,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Spain,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Spain,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Spain,0.2,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Spain,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Spain,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Spain,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Spain,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Spain,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Netherlands,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Netherlands,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Netherlands,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Netherlands,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Netherlands,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Netherlands,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Netherlands,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Netherlands,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Netherlands,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Netherlands,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Netherlands,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Netherlands,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Netherlands,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Netherlands,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Netherlands,0.25,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Netherlands,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Netherlands,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Netherlands,0.2,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Netherlands,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Netherlands,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Netherlands,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Netherlands,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Netherlands,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Colombia,0.33,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Colombia,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Colombia,0.5,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Colombia,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Colombia,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Colombia,0.5,0.0
c47787c70e4055192677d84096a9420f523ed157,Colombia,0.33,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Colombia,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Colombia,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Colombia,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Colombia,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Colombia,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Colombia,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Colombia,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Colombia,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Colombia,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Colombia,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Colombia,0.3,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Colombia,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Colombia,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Colombia,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Colombia,0.4,0.0
286e03bba69c19b70cfd06826140500611d6647c,Colombia,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Poland,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Poland,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Poland,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Poland,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Poland,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Poland,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Poland,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Poland,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Poland,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Poland,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Poland,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Poland,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Poland,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Poland,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Poland,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Poland,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Poland,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Poland,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Poland,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Poland,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Poland,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Poland,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Poland,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Ireland,0.33,0.33
74a2a849348de0d5b2c9660bcaec953a4a50df54,Ireland,0.33,0.33
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Ireland,0.33,0.33
80102117d0202dbfd1b228142bb4f71d473f146a,Ireland,0.0,0.33
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Ireland,0.33,0.33
dd46326d1fe40a552ecafadedb5203586690a5ec,Ireland,0.0,0.33
c47787c70e4055192677d84096a9420f523ed157,Ireland,0.33,0.33
ad802c6607b0623ae0b2c526d075fa630e12d54f,Ireland,0.33,0.33
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Ireland,0.33,0.33
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Ireland,0.33,0.33
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Ireland,0.33,0.33
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Ireland,0.33,0.33
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Ireland,0.4,0.33
32647d529e5861f292dd0d87b468dcc8b70f0085,Ireland,0.33,0.33
3f899d2038d6cd9a621ba3043551042f2701433b,Ireland,0.25,0.33
c7ee3f977325c31e7030e959347cf68adde5e419,Ireland,0.0,0.33
e68dd2764fdfdbb5f3de472341b2b6777d035862,Ireland,0.33,0.33
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Ireland,0.0,0.33
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Ireland,0.33,0.33
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Ireland,0.0,0.33
d439dda12d395a2bed4badec9a1673b4daafd8be,Ireland,0.33,0.33
c2c871ed7cd5614842c3813c577e338719a53f51,Ireland,0.33,0.33
286e03bba69c19b70cfd06826140500611d6647c,Ireland,0.33,0.33
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Russia,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Russia,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Russia,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Russia,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Russia,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Russia,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Russia,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Russia,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Russia,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Russia,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Russia,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Russia,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Russia,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Russia,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Russia,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Russia,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Russia,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Russia,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Russia,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Russia,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Russia,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Russia,0.0,0.0
