workerName,country,value,gold
286e03bba69c19b70cfd06826140500611d6647c,Russia,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Palestine,0.25,0.3
74a2a849348de0d5b2c9660bcaec953a4a50df54,Palestine,0.9,0.3
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Palestine,0.33,0.3
80102117d0202dbfd1b228142bb4f71d473f146a,Palestine,0.0,0.3
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Palestine,0.5,0.3
dd46326d1fe40a552ecafadedb5203586690a5ec,Palestine,0.75,0.3
c47787c70e4055192677d84096a9420f523ed157,Palestine,0.25,0.3
ad802c6607b0623ae0b2c526d075fa630e12d54f,Palestine,0.5,0.3
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Palestine,0.29,0.3
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Palestine,0.1,0.3
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Palestine,0.9,0.3
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Palestine,0.0,0.3
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Palestine,0.0,0.3
32647d529e5861f292dd0d87b468dcc8b70f0085,Palestine,0.05,0.3
3f899d2038d6cd9a621ba3043551042f2701433b,Palestine,0.25,0.3
c7ee3f977325c31e7030e959347cf68adde5e419,Palestine,0.6,0.3
e68dd2764fdfdbb5f3de472341b2b6777d035862,Palestine,0.25,0.3
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Palestine,0.7,0.3
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Palestine,0.25,0.3
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Palestine,0.0,0.3
d439dda12d395a2bed4badec9a1673b4daafd8be,Palestine,0.0,0.3
c2c871ed7cd5614842c3813c577e338719a53f51,Palestine,0.33,0.3
286e03bba69c19b70cfd06826140500611d6647c,Palestine,0.0,0.3
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Romania,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Romania,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Romania,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Romania,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Romania,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Romania,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Romania,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Romania,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Romania,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Romania,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Romania,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Romania,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Romania,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Romania,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Romania,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Romania,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Romania,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Romania,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Romania,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Romania,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Romania,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Romania,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Romania,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Cuba,0.33,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Cuba,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Cuba,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Cuba,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Cuba,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Cuba,0.4,0.0
c47787c70e4055192677d84096a9420f523ed157,Cuba,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Cuba,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Cuba,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Cuba,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Cuba,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Cuba,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Cuba,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Cuba,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Cuba,0.25,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Cuba,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Cuba,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Cuba,0.1,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Cuba,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Cuba,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Cuba,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Cuba,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Cuba,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Japan,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Japan,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Japan,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Japan,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Japan,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Japan,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Japan,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Japan,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Japan,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Japan,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Japan,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Japan,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Japan,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Japan,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Japan,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Japan,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Japan,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Japan,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Japan,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Japan,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Japan,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Japan,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Japan,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Sweden,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Sweden,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Sweden,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Sweden,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Sweden,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Sweden,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,Sweden,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Sweden,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Sweden,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Sweden,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Sweden,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Sweden,0.66,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Sweden,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Sweden,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Sweden,0.33,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Sweden,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Sweden,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Sweden,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Sweden,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Sweden,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Sweden,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Sweden,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Sweden,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,UK,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,UK,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,UK,0.0,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,UK,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,UK,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,UK,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,UK,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,UK,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,UK,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,UK,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,UK,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,UK,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,UK,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,UK,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,UK,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,UK,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,UK,0.0,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,UK,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,UK,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,UK,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,UK,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,UK,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,UK,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Bulgaria,0.33,0.33
74a2a849348de0d5b2c9660bcaec953a4a50df54,Bulgaria,0.33,0.33
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Bulgaria,0.33,0.33
80102117d0202dbfd1b228142bb4f71d473f146a,Bulgaria,0.0,0.33
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Bulgaria,0.33,0.33
dd46326d1fe40a552ecafadedb5203586690a5ec,Bulgaria,0.5,0.33
c47787c70e4055192677d84096a9420f523ed157,Bulgaria,0.33,0.33
ad802c6607b0623ae0b2c526d075fa630e12d54f,Bulgaria,0.0,0.33
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Bulgaria,0.33,0.33
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Bulgaria,0.1,0.33
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Bulgaria,0.33,0.33
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Bulgaria,0.0,0.33
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Bulgaria,0.5,0.33
32647d529e5861f292dd0d87b468dcc8b70f0085,Bulgaria,0.33,0.33
3f899d2038d6cd9a621ba3043551042f2701433b,Bulgaria,0.0,0.33
c7ee3f977325c31e7030e959347cf68adde5e419,Bulgaria,0.0,0.33
e68dd2764fdfdbb5f3de472341b2b6777d035862,Bulgaria,0.0,0.33
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Bulgaria,0.0,0.33
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Bulgaria,0.33,0.33
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Bulgaria,0.0,0.33
d439dda12d395a2bed4badec9a1673b4daafd8be,Bulgaria,0.33,0.33
c2c871ed7cd5614842c3813c577e338719a53f51,Bulgaria,0.4,0.33
286e03bba69c19b70cfd06826140500611d6647c,Bulgaria,0.0,0.33
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Egypt,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,Egypt,0.5,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Egypt,0.33,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,Egypt,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Egypt,0.5,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,Egypt,0.5,0.0
c47787c70e4055192677d84096a9420f523ed157,Egypt,0.67,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,Egypt,0.33,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Egypt,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Egypt,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Egypt,0.5,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Egypt,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Egypt,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,Egypt,0.05,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,Egypt,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,Egypt,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,Egypt,0.5,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Egypt,0.5,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Egypt,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Egypt,0.0,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,Egypt,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,Egypt,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,Egypt,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,El Salvador,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,El Salvador,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,El Salvador,0.33,0.0
80102117d0202dbfd1b228142bb4f71d473f146a,El Salvador,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,El Salvador,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,El Salvador,0.25,0.0
c47787c70e4055192677d84096a9420f523ed157,El Salvador,0.0,0.0
ad802c6607b0623ae0b2c526d075fa630e12d54f,El Salvador,0.0,0.0
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,El Salvador,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,El Salvador,0.1,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,El Salvador,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,El Salvador,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,El Salvador,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,El Salvador,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,El Salvador,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,El Salvador,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,El Salvador,0.5,0.0
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,El Salvador,0.2,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,El Salvador,0.0,0.0
d94dd4df23c0ab7498235658a8654d1bc986b1f6,El Salvador,0.33,0.0
d439dda12d395a2bed4badec9a1673b4daafd8be,El Salvador,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,El Salvador,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,El Salvador,0.0,0.0
623e91ce0c13e4a93d7a4f6b559f27c986783c84,Hungary,0.33,0.33
74a2a849348de0d5b2c9660bcaec953a4a50df54,Hungary,0.33,0.33
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,Hungary,0.33,0.33
80102117d0202dbfd1b228142bb4f71d473f146a,Hungary,0.33,0.33
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,Hungary,0.0,0.33
dd46326d1fe40a552ecafadedb5203586690a5ec,Hungary,0.0,0.33
c47787c70e4055192677d84096a9420f523ed157,Hungary,0.33,0.33
ad802c6607b0623ae0b2c526d075fa630e12d54f,Hungary,0.33,0.33
3d5156c639c4f5e0d297356b4bc9fd2693e7c11a,Hungary,0.33,0.33
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,Hungary,0.1,0.33
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,Hungary,0.33,0.33
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,Hungary,0.33,0.33
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,Hungary,0.3,0.33
32647d529e5861f292dd0d87b468dcc8b70f0085,Hungary,0.0,0.33
3f899d2038d6cd9a621ba3043551042f2701433b,Hungary,0.33,0.33
c7ee3f977325c31e7030e959347cf68adde5e419,Hungary,0.0,0.33
e68dd2764fdfdbb5f3de472341b2b6777d035862,Hungary,0.33,0.33
e584c7ffae00f0bfe610b3375d6f1a3ea1162377,Hungary,0.0,0.33
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,Hungary,0.33,0.33
d94dd4df23c0ab7498235658a8654d1bc986b1f6,Hungary,0.0,0.33
d439dda12d395a2bed4badec9a1673b4daafd8be,Hungary,0.33,0.33
c2c871ed7cd5614842c3813c577e338719a53f51,Hungary,0.0,0.33
286e03bba69c19b70cfd06826140500611d6647c,Hungary,0.0,0.33
