workerName,taskId,ratio,gold
74a2a849348de0d5b2c9660bcaec953a4a50df54,61,0.17,0.25
c47787c70e4055192677d84096a9420f523ed157,61,0.36,0.25
286e03bba69c19b70cfd06826140500611d6647c,61,0.25,0.25
6c281d925013191dba9ccc87e0187b27826fd3b8,61,0.25,0.25
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,61,0.25,0.25
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,61,0.28,0.25
32647d529e5861f292dd0d87b468dcc8b70f0085,61,0.14,0.25
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,61,0.19,0.25
c2c871ed7cd5614842c3813c577e338719a53f51,61,0.08,0.25
e68dd2764fdfdbb5f3de472341b2b6777d035862,61,0.31,0.25
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,61,0.19,0.25
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,61,0.25,0.25
c7ee3f977325c31e7030e959347cf68adde5e419,61,0.19,0.25
3f899d2038d6cd9a621ba3043551042f2701433b,61,0.14,0.25
287781681acf0d5a99a9b49665a1092ba805bf0c,61,0.28,0.25
dd46326d1fe40a552ecafadedb5203586690a5ec,61,0.33,0.25
6b21eb674590c1c441821d7e70757c0889b90509,61,0.36,0.25
23626fb7af71c55ffda94aa78a8fbefbb31298df,61,0.33,0.25
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,61,0.19,0.25
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,61,0.39,0.25
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,61,0.42,0.25
74a2a849348de0d5b2c9660bcaec953a4a50df54,112,0.47,0.44
c47787c70e4055192677d84096a9420f523ed157,112,0.28,0.44
286e03bba69c19b70cfd06826140500611d6647c,112,0.5,0.44
6c281d925013191dba9ccc87e0187b27826fd3b8,112,0.39,0.44
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,112,0.25,0.44
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,112,0.28,0.44
32647d529e5861f292dd0d87b468dcc8b70f0085,112,0.64,0.44
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,112,0.31,0.44
c2c871ed7cd5614842c3813c577e338719a53f51,112,0.5,0.44
e68dd2764fdfdbb5f3de472341b2b6777d035862,112,0.33,0.44
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,112,0.11,0.44
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,112,0.47,0.44
c7ee3f977325c31e7030e959347cf68adde5e419,112,0.39,0.44
3f899d2038d6cd9a621ba3043551042f2701433b,112,0.25,0.44
287781681acf0d5a99a9b49665a1092ba805bf0c,112,0.44,0.44
dd46326d1fe40a552ecafadedb5203586690a5ec,112,0.14,0.44
6b21eb674590c1c441821d7e70757c0889b90509,112,0.42,0.44
23626fb7af71c55ffda94aa78a8fbefbb31298df,112,0.58,0.44
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,112,0.47,0.44
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,112,0.39,0.44
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,112,0.31,0.44
74a2a849348de0d5b2c9660bcaec953a4a50df54,1355,0.94,0.93
c47787c70e4055192677d84096a9420f523ed157,1355,0.92,0.93
286e03bba69c19b70cfd06826140500611d6647c,1355,0.92,0.93
6c281d925013191dba9ccc87e0187b27826fd3b8,1355,0.83,0.93
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,1355,0.94,0.93
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,1355,0.78,0.93
32647d529e5861f292dd0d87b468dcc8b70f0085,1355,0.92,0.93
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,1355,0.92,0.93
c2c871ed7cd5614842c3813c577e338719a53f51,1355,0.92,0.93
e68dd2764fdfdbb5f3de472341b2b6777d035862,1355,0.97,0.93
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,1355,0.94,0.93
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,1355,0.75,0.93
c7ee3f977325c31e7030e959347cf68adde5e419,1355,0.81,0.93
3f899d2038d6cd9a621ba3043551042f2701433b,1355,0.94,0.93
287781681acf0d5a99a9b49665a1092ba805bf0c,1355,0.89,0.93
dd46326d1fe40a552ecafadedb5203586690a5ec,1355,0.75,0.93
6b21eb674590c1c441821d7e70757c0889b90509,1355,0.94,0.93
23626fb7af71c55ffda94aa78a8fbefbb31298df,1355,0.94,0.93
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,1355,0.83,0.93
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,1355,0.94,0.93
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,1355,0.92,0.93
74a2a849348de0d5b2c9660bcaec953a4a50df54,2565,0.42,0.48
c47787c70e4055192677d84096a9420f523ed157,2565,0.14,0.48
286e03bba69c19b70cfd06826140500611d6647c,2565,0.47,0.48
6c281d925013191dba9ccc87e0187b27826fd3b8,2565,0.19,0.48
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2565,0.47,0.48
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2565,0.31,0.48
32647d529e5861f292dd0d87b468dcc8b70f0085,2565,0.17,0.48
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2565,0.19,0.48
c2c871ed7cd5614842c3813c577e338719a53f51,2565,0.17,0.48
e68dd2764fdfdbb5f3de472341b2b6777d035862,2565,0.31,0.48
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2565,0.14,0.48
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2565,0.22,0.48
c7ee3f977325c31e7030e959347cf68adde5e419,2565,0.44,0.48
3f899d2038d6cd9a621ba3043551042f2701433b,2565,0.42,0.48
287781681acf0d5a99a9b49665a1092ba805bf0c,2565,0.39,0.48
dd46326d1fe40a552ecafadedb5203586690a5ec,2565,0.28,0.48
6b21eb674590c1c441821d7e70757c0889b90509,2565,0.25,0.48
23626fb7af71c55ffda94aa78a8fbefbb31298df,2565,0.0,0.48
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2565,0.17,0.48
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2565,0.44,0.48
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2565,0.17,0.48
74a2a849348de0d5b2c9660bcaec953a4a50df54,2610,0.78,0.6
c47787c70e4055192677d84096a9420f523ed157,2610,0.53,0.6
286e03bba69c19b70cfd06826140500611d6647c,2610,0.83,0.6
6c281d925013191dba9ccc87e0187b27826fd3b8,2610,0.75,0.6
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2610,0.72,0.6
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2610,0.25,0.6
32647d529e5861f292dd0d87b468dcc8b70f0085,2610,0.83,0.6
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2610,0.67,0.6
c2c871ed7cd5614842c3813c577e338719a53f51,2610,0.58,0.6
e68dd2764fdfdbb5f3de472341b2b6777d035862,2610,0.69,0.6
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2610,0.5,0.6
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2610,0.5,0.6
c7ee3f977325c31e7030e959347cf68adde5e419,2610,0.58,0.6
3f899d2038d6cd9a621ba3043551042f2701433b,2610,0.5,0.6
287781681acf0d5a99a9b49665a1092ba805bf0c,2610,0.64,0.6
dd46326d1fe40a552ecafadedb5203586690a5ec,2610,0.56,0.6
6b21eb674590c1c441821d7e70757c0889b90509,2610,0.64,0.6
23626fb7af71c55ffda94aa78a8fbefbb31298df,2610,0.67,0.6
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2610,0.61,0.6
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2610,0.5,0.6
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2610,0.61,0.6
74a2a849348de0d5b2c9660bcaec953a4a50df54,2633,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2633,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2633,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2633,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2633,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2633,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2633,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2633,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2633,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2633,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2633,0.56,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2633,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2633,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2633,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2633,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2633,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2633,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2633,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2633,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2633,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2633,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2790,0.56,0.67
c47787c70e4055192677d84096a9420f523ed157,2790,0.56,0.67
286e03bba69c19b70cfd06826140500611d6647c,2790,0.36,0.67
6c281d925013191dba9ccc87e0187b27826fd3b8,2790,0.56,0.67
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2790,0.69,0.67
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2790,0.56,0.67
32647d529e5861f292dd0d87b468dcc8b70f0085,2790,0.5,0.67
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2790,0.58,0.67
c2c871ed7cd5614842c3813c577e338719a53f51,2790,0.17,0.67
e68dd2764fdfdbb5f3de472341b2b6777d035862,2790,0.58,0.67
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2790,0.61,0.67
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2790,0.44,0.67
c7ee3f977325c31e7030e959347cf68adde5e419,2790,0.56,0.67
3f899d2038d6cd9a621ba3043551042f2701433b,2790,0.5,0.67
287781681acf0d5a99a9b49665a1092ba805bf0c,2790,0.58,0.67
dd46326d1fe40a552ecafadedb5203586690a5ec,2790,0.5,0.67
6b21eb674590c1c441821d7e70757c0889b90509,2790,0.64,0.67
23626fb7af71c55ffda94aa78a8fbefbb31298df,2790,0.5,0.67
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2790,0.67,0.67
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2790,0.58,0.67
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2790,0.61,0.67
74a2a849348de0d5b2c9660bcaec953a4a50df54,2884,0.83,0.74
c47787c70e4055192677d84096a9420f523ed157,2884,0.89,0.74
286e03bba69c19b70cfd06826140500611d6647c,2884,0.75,0.74
6c281d925013191dba9ccc87e0187b27826fd3b8,2884,0.72,0.74
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2884,0.69,0.74
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2884,0.75,0.74
32647d529e5861f292dd0d87b468dcc8b70f0085,2884,0.83,0.74
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2884,0.75,0.74
c2c871ed7cd5614842c3813c577e338719a53f51,2884,0.36,0.74
e68dd2764fdfdbb5f3de472341b2b6777d035862,2884,0.64,0.74
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2884,0.75,0.74
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2884,0.5,0.74
c7ee3f977325c31e7030e959347cf68adde5e419,2884,0.69,0.74
3f899d2038d6cd9a621ba3043551042f2701433b,2884,0.53,0.74
287781681acf0d5a99a9b49665a1092ba805bf0c,2884,0.69,0.74
dd46326d1fe40a552ecafadedb5203586690a5ec,2884,0.5,0.74
6b21eb674590c1c441821d7e70757c0889b90509,2884,0.86,0.74
23626fb7af71c55ffda94aa78a8fbefbb31298df,2884,0.75,0.74
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2884,0.83,0.74
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2884,0.69,0.74
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2884,0.78,0.74
74a2a849348de0d5b2c9660bcaec953a4a50df54,2932,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2932,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2932,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2932,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2932,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2932,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2932,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2932,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2932,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2932,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2932,0.83,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2932,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2932,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2932,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2932,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2932,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2932,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2932,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2932,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2932,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2932,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2948,0.08,0.1
c47787c70e4055192677d84096a9420f523ed157,2948,0.22,0.1
286e03bba69c19b70cfd06826140500611d6647c,2948,0.11,0.1
6c281d925013191dba9ccc87e0187b27826fd3b8,2948,0.17,0.1
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2948,0.06,0.1
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2948,0.31,0.1
32647d529e5861f292dd0d87b468dcc8b70f0085,2948,0.08,0.1
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2948,0.11,0.1
c2c871ed7cd5614842c3813c577e338719a53f51,2948,0.08,0.1
e68dd2764fdfdbb5f3de472341b2b6777d035862,2948,0.06,0.1
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2948,0.11,0.1
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2948,0.14,0.1
c7ee3f977325c31e7030e959347cf68adde5e419,2948,0.25,0.1
3f899d2038d6cd9a621ba3043551042f2701433b,2948,0.06,0.1
287781681acf0d5a99a9b49665a1092ba805bf0c,2948,0.19,0.1
dd46326d1fe40a552ecafadedb5203586690a5ec,2948,0.25,0.1
6b21eb674590c1c441821d7e70757c0889b90509,2948,0.06,0.1
23626fb7af71c55ffda94aa78a8fbefbb31298df,2948,0.11,0.1
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2948,0.03,0.1
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2948,0.14,0.1
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2948,0.11,0.1
74a2a849348de0d5b2c9660bcaec953a4a50df54,2961,0.61,0.6
c47787c70e4055192677d84096a9420f523ed157,2961,0.42,0.6
286e03bba69c19b70cfd06826140500611d6647c,2961,0.47,0.6
6c281d925013191dba9ccc87e0187b27826fd3b8,2961,0.22,0.6
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2961,0.61,0.6
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2961,0.25,0.6
32647d529e5861f292dd0d87b468dcc8b70f0085,2961,0.25,0.6
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2961,0.22,0.6
c2c871ed7cd5614842c3813c577e338719a53f51,2961,0.11,0.6
e68dd2764fdfdbb5f3de472341b2b6777d035862,2961,0.39,0.6
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2961,0.22,0.6
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2961,0.08,0.6
c7ee3f977325c31e7030e959347cf68adde5e419,2961,0.67,0.6
3f899d2038d6cd9a621ba3043551042f2701433b,2961,0.53,0.6
287781681acf0d5a99a9b49665a1092ba805bf0c,2961,0.5,0.6
dd46326d1fe40a552ecafadedb5203586690a5ec,2961,0.28,0.6
6b21eb674590c1c441821d7e70757c0889b90509,2961,0.5,0.6
23626fb7af71c55ffda94aa78a8fbefbb31298df,2961,0.83,0.6
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2961,0.61,0.6
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2961,0.5,0.6
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2961,0.5,0.6
74a2a849348de0d5b2c9660bcaec953a4a50df54,3031,0.14,0.16
c47787c70e4055192677d84096a9420f523ed157,3031,0.14,0.16
286e03bba69c19b70cfd06826140500611d6647c,3031,0.08,0.16
6c281d925013191dba9ccc87e0187b27826fd3b8,3031,0.19,0.16
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3031,0.28,0.16
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3031,0.17,0.16
32647d529e5861f292dd0d87b468dcc8b70f0085,3031,0.0,0.16
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3031,0.0,0.16
c2c871ed7cd5614842c3813c577e338719a53f51,3031,0.08,0.16
e68dd2764fdfdbb5f3de472341b2b6777d035862,3031,0.17,0.16
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3031,0.11,0.16
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3031,0.17,0.16
c7ee3f977325c31e7030e959347cf68adde5e419,3031,0.19,0.16
3f899d2038d6cd9a621ba3043551042f2701433b,3031,0.14,0.16
287781681acf0d5a99a9b49665a1092ba805bf0c,3031,0.25,0.16
dd46326d1fe40a552ecafadedb5203586690a5ec,3031,0.19,0.16
6b21eb674590c1c441821d7e70757c0889b90509,3031,0.14,0.16
23626fb7af71c55ffda94aa78a8fbefbb31298df,3031,0.0,0.16
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3031,0.0,0.16
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3031,0.11,0.16
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3031,0.08,0.16
74a2a849348de0d5b2c9660bcaec953a4a50df54,3050,0.56,0.81
c47787c70e4055192677d84096a9420f523ed157,3050,0.0,0.81
286e03bba69c19b70cfd06826140500611d6647c,3050,0.64,0.81
6c281d925013191dba9ccc87e0187b27826fd3b8,3050,0.39,0.81
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3050,0.69,0.81
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3050,0.67,0.81
32647d529e5861f292dd0d87b468dcc8b70f0085,3050,0.78,0.81
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3050,0.78,0.81
c2c871ed7cd5614842c3813c577e338719a53f51,3050,0.42,0.81
e68dd2764fdfdbb5f3de472341b2b6777d035862,3050,0.67,0.81
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3050,0.75,0.81
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3050,0.39,0.81
c7ee3f977325c31e7030e959347cf68adde5e419,3050,0.5,0.81
3f899d2038d6cd9a621ba3043551042f2701433b,3050,0.81,0.81
287781681acf0d5a99a9b49665a1092ba805bf0c,3050,0.64,0.81
dd46326d1fe40a552ecafadedb5203586690a5ec,3050,0.61,0.81
6b21eb674590c1c441821d7e70757c0889b90509,3050,0.5,0.81
23626fb7af71c55ffda94aa78a8fbefbb31298df,3050,0.86,0.81
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3050,0.72,0.81
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3050,0.44,0.81
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3050,0.86,0.81
74a2a849348de0d5b2c9660bcaec953a4a50df54,3649,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,3649,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,3649,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,3649,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3649,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3649,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,3649,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3649,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,3649,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,3649,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3649,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3649,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,3649,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,3649,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,3649,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,3649,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,3649,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,3649,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3649,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3649,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3649,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,3652,0.78,0.57
c47787c70e4055192677d84096a9420f523ed157,3652,0.5,0.57
286e03bba69c19b70cfd06826140500611d6647c,3652,0.81,0.57
6c281d925013191dba9ccc87e0187b27826fd3b8,3652,0.39,0.57
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3652,0.75,0.57
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3652,0.47,0.57
32647d529e5861f292dd0d87b468dcc8b70f0085,3652,0.61,0.57
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3652,0.58,0.57
c2c871ed7cd5614842c3813c577e338719a53f51,3652,0.22,0.57
e68dd2764fdfdbb5f3de472341b2b6777d035862,3652,0.53,0.57
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3652,0.39,0.57
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3652,0.72,0.57
c7ee3f977325c31e7030e959347cf68adde5e419,3652,0.44,0.57
3f899d2038d6cd9a621ba3043551042f2701433b,3652,0.75,0.57
287781681acf0d5a99a9b49665a1092ba805bf0c,3652,0.5,0.57
dd46326d1fe40a552ecafadedb5203586690a5ec,3652,0.56,0.57
6b21eb674590c1c441821d7e70757c0889b90509,3652,0.69,0.57
23626fb7af71c55ffda94aa78a8fbefbb31298df,3652,0.67,0.57
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3652,0.64,0.57
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3652,0.39,0.57
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3652,0.5,0.57
74a2a849348de0d5b2c9660bcaec953a4a50df54,3657,0.39,0.28
c47787c70e4055192677d84096a9420f523ed157,3657,0.36,0.28
286e03bba69c19b70cfd06826140500611d6647c,3657,0.19,0.28
6c281d925013191dba9ccc87e0187b27826fd3b8,3657,0.33,0.28
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3657,0.11,0.28
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3657,0.42,0.28
32647d529e5861f292dd0d87b468dcc8b70f0085,3657,0.39,0.28
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3657,0.58,0.28
c2c871ed7cd5614842c3813c577e338719a53f51,3657,0.33,0.28
e68dd2764fdfdbb5f3de472341b2b6777d035862,3657,0.61,0.28
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3657,0.31,0.28
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3657,0.33,0.28
c7ee3f977325c31e7030e959347cf68adde5e419,3657,0.33,0.28
3f899d2038d6cd9a621ba3043551042f2701433b,3657,0.44,0.28
287781681acf0d5a99a9b49665a1092ba805bf0c,3657,0.39,0.28
dd46326d1fe40a552ecafadedb5203586690a5ec,3657,0.42,0.28
6b21eb674590c1c441821d7e70757c0889b90509,3657,0.42,0.28
23626fb7af71c55ffda94aa78a8fbefbb31298df,3657,0.33,0.28
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3657,0.39,0.28
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3657,0.33,0.28
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3657,0.25,0.28
